county,precinct,race,party,candidate,votes
Kings,0101,President,DEM,Hillary Clinton,233
Kings,0101,President,REP/AI,Donald J. Trump,388
Kings,0101,President,LIB,Gary Johnson,25
Kings,0101,President,GRN,Jill Stein,9
Kings,0101,President,PF,Gloria Estela La Riva,4
Kings,0101,President,WI,Write-In,0
Kings,0102,President,DEM,Hillary Clinton,413
Kings,0102,President,REP/AI,Donald J. Trump,356
Kings,0102,President,LIB,Gary Johnson,41
Kings,0102,President,GRN,Jill Stein,19
Kings,0102,President,PF,Gloria Estela La Riva,8
Kings,0102,President,WI,Write-In,0
Kings,0103,President,DEM,Hillary Clinton,541
Kings,0103,President,REP/AI,Donald J. Trump,826
Kings,0103,President,LIB,Gary Johnson,75
Kings,0103,President,GRN,Jill Stein,27
Kings,0103,President,PF,Gloria Estela La Riva,14
Kings,0103,President,WI,Write-In,0
Kings,0104,President,DEM,Hillary Clinton,94
Kings,0104,President,REP/AI,Donald J. Trump,193
Kings,0104,President,LIB,Gary Johnson,11
Kings,0104,President,GRN,Jill Stein,9
Kings,0104,President,PF,Gloria Estela La Riva,2
Kings,0104,President,WI,Write-In,0
Kings,0105,President,DEM,Hillary Clinton,93
Kings,0105,President,REP/AI,Donald J. Trump,202
Kings,0105,President,LIB,Gary Johnson,11
Kings,0105,President,GRN,Jill Stein,0
Kings,0105,President,PF,Gloria Estela La Riva,0
Kings,0105,President,WI,Write-In,0
Kings,0106,President,DEM,Hillary Clinton,262
Kings,0106,President,REP/AI,Donald J. Trump,463
Kings,0106,President,LIB,Gary Johnson,24
Kings,0106,President,GRN,Jill Stein,7
Kings,0106,President,PF,Gloria Estela La Riva,3
Kings,0106,President,WI,Write-In,0
Kings,0107,President,DEM,Hillary Clinton,186
Kings,0107,President,REP/AI,Donald J. Trump,217
Kings,0107,President,LIB,Gary Johnson,24
Kings,0107,President,GRN,Jill Stein,4
Kings,0107,President,PF,Gloria Estela La Riva,13
Kings,0107,President,WI,Write-In,0
Kings,0108,President,DEM,Hillary Clinton,138
Kings,0108,President,REP/AI,Donald J. Trump,51
Kings,0108,President,LIB,Gary Johnson,5
Kings,0108,President,GRN,Jill Stein,3
Kings,0108,President,PF,Gloria Estela La Riva,1
Kings,0108,President,WI,Write-In,0
Kings,0201,President,DEM,Hillary Clinton,242
Kings,0201,President,REP/AI,Donald J. Trump,125
Kings,0201,President,LIB,Gary Johnson,7
Kings,0201,President,GRN,Jill Stein,7
Kings,0201,President,PF,Gloria Estela La Riva,7
Kings,0201,President,WI,Write-In,0
Kings,0202,President,DEM,Hillary Clinton,284
Kings,0202,President,REP/AI,Donald J. Trump,201
Kings,0202,President,LIB,Gary Johnson,13
Kings,0202,President,GRN,Jill Stein,11
Kings,0202,President,PF,Gloria Estela La Riva,4
Kings,0202,President,WI,Write-In,0
Kings,0203,President,DEM,Hillary Clinton,672
Kings,0203,President,REP/AI,Donald J. Trump,238
Kings,0203,President,LIB,Gary Johnson,16
Kings,0203,President,GRN,Jill Stein,13
Kings,0203,President,PF,Gloria Estela La Riva,12
Kings,0203,President,WI,Write-In,0
Kings,0204,President,DEM,Hillary Clinton,394
Kings,0204,President,REP/AI,Donald J. Trump,161
Kings,0204,President,LIB,Gary Johnson,12
Kings,0204,President,GRN,Jill Stein,13
Kings,0204,President,PF,Gloria Estela La Riva,6
Kings,0204,President,WI,Write-In,0
Kings,0205,President,DEM,Hillary Clinton,319
Kings,0205,President,REP/AI,Donald J. Trump,67
Kings,0205,President,LIB,Gary Johnson,10
Kings,0205,President,GRN,Jill Stein,9
Kings,0205,President,PF,Gloria Estela La Riva,5
Kings,0205,President,WI,Write-In,0
Kings,0301,President,DEM,Hillary Clinton,366
Kings,0301,President,REP/AI,Donald J. Trump,621
Kings,0301,President,LIB,Gary Johnson,41
Kings,0301,President,GRN,Jill Stein,10
Kings,0301,President,PF,Gloria Estela La Riva,2
Kings,0301,President,WI,Write-In,0
Kings,0302,President,DEM,Hillary Clinton,232
Kings,0302,President,REP/AI,Donald J. Trump,504
Kings,0302,President,LIB,Gary Johnson,52
Kings,0302,President,GRN,Jill Stein,3
Kings,0302,President,PF,Gloria Estela La Riva,2
Kings,0302,President,WI,Write-In,0
