county,office,district,party,candidate,votes
Alameda,Lieutenant Governor,,DEM,Cruz M. Bustamante,217350
Alameda,Lieutenant Governor,,REP,Bruce Mc Pherson,77471
Alameda,Lieutenant Governor,,AI,Jim King,3022
Alameda,Lieutenant Governor,,GRN,Donna J. Warren,27734
Alameda,Lieutenant Governor,,LIB,Pat Wright,4342
Alameda,Lieutenant Governor,,NL,Kalee Przybylak,3145
Alameda,Lieutenant Governor,,REF,Paul Jerry Hannosh,2785
Alpine,Lieutenant Governor,,DEM,Cruz M. Bustamante,251
Alpine,Lieutenant Governor,,REP,Bruce Mc Pherson,229
Alpine,Lieutenant Governor,,AI,Jim King,11
Alpine,Lieutenant Governor,,GRN,Donna J. Warren,29
Alpine,Lieutenant Governor,,LIB,Pat Wright,12
Alpine,Lieutenant Governor,,NL,Kalee Przybylak,12
Alpine,Lieutenant Governor,,REF,Paul Jerry Hannosh,6
Amador,Lieutenant Governor,,DEM,Cruz M. Bustamante,5097
Amador,Lieutenant Governor,,REP,Bruce Mc Pherson,6727
Amador,Lieutenant Governor,,AI,Jim King,227
Amador,Lieutenant Governor,,GRN,Donna J. Warren,446
Amador,Lieutenant Governor,,LIB,Pat Wright,209
Amador,Lieutenant Governor,,NL,Kalee Przybylak,125
Amador,Lieutenant Governor,,REF,Paul Jerry Hannosh,145
Butte,Lieutenant Governor,,DEM,Cruz M. Bustamante,23302
Butte,Lieutenant Governor,,REP,Bruce Mc Pherson,30362
Butte,Lieutenant Governor,,AI,Jim King,1011
Butte,Lieutenant Governor,,GRN,Donna J. Warren,4054
Butte,Lieutenant Governor,,LIB,Pat Wright,899
Butte,Lieutenant Governor,,NL,Kalee Przybylak,668
Butte,Lieutenant Governor,,REF,Paul Jerry Hannosh,773
Calaveras,Lieutenant Governor,,DEM,Cruz M. Bustamante,5718
Calaveras,Lieutenant Governor,,REP,Bruce Mc Pherson,7785
Calaveras,Lieutenant Governor,,AI,Jim King,331
Calaveras,Lieutenant Governor,,GRN,Donna J. Warren,712
Calaveras,Lieutenant Governor,,LIB,Pat Wright,344
Calaveras,Lieutenant Governor,,NL,Kalee Przybylak,178
Calaveras,Lieutenant Governor,,REF,Paul Jerry Hannosh,161
Colusa,Lieutenant Governor,,DEM,Cruz M. Bustamante,1487
Colusa,Lieutenant Governor,,REP,Bruce Mc Pherson,2759
Colusa,Lieutenant Governor,,AI,Jim King,75
Colusa,Lieutenant Governor,,GRN,Donna J. Warren,81
Colusa,Lieutenant Governor,,LIB,Pat Wright,53
Colusa,Lieutenant Governor,,NL,Kalee Przybylak,41
Colusa,Lieutenant Governor,,REF,Paul Jerry Hannosh,49
Contra Costa,Lieutenant Governor,,DEM,Cruz M. Bustamante,141285
Contra Costa,Lieutenant Governor,,REP,Bruce Mc Pherson,100540
Contra Costa,Lieutenant Governor,,AI,Jim King,3036
Contra Costa,Lieutenant Governor,,GRN,Donna J. Warren,11804
Contra Costa,Lieutenant Governor,,LIB,Pat Wright,3608
Contra Costa,Lieutenant Governor,,NL,Kalee Przybylak,2010
Contra Costa,Lieutenant Governor,,REF,Paul Jerry Hannosh,2294
Del Norte,Lieutenant Governor,,DEM,Cruz M. Bustamante,2950
Del Norte,Lieutenant Governor,,REP,Bruce Mc Pherson,3021
Del Norte,Lieutenant Governor,,AI,Jim King,148
Del Norte,Lieutenant Governor,,GRN,Donna J. Warren,282
Del Norte,Lieutenant Governor,,LIB,Pat Wright,140
Del Norte,Lieutenant Governor,,NL,Kalee Przybylak,89
Del Norte,Lieutenant Governor,,REF,Paul Jerry Hannosh,103
El Dorado,Lieutenant Governor,,DEM,Cruz M. Bustamante,18973
El Dorado,Lieutenant Governor,,REP,Bruce Mc Pherson,31650
El Dorado,Lieutenant Governor,,AI,Jim King,805
El Dorado,Lieutenant Governor,,GRN,Donna J. Warren,2422
El Dorado,Lieutenant Governor,,LIB,Pat Wright,809
El Dorado,Lieutenant Governor,,NL,Kalee Przybylak,568
El Dorado,Lieutenant Governor,,REF,Paul Jerry Hannosh,518
Fresno,Lieutenant Governor,,DEM,Cruz M. Bustamante,71224
Fresno,Lieutenant Governor,,REP,Bruce Mc Pherson,77456
Fresno,Lieutenant Governor,,AI,Jim King,1480
Fresno,Lieutenant Governor,,GRN,Donna J. Warren,3164
Fresno,Lieutenant Governor,,LIB,Pat Wright,1467
Fresno,Lieutenant Governor,,NL,Kalee Przybylak,747
Fresno,Lieutenant Governor,,REF,Paul Jerry Hannosh,1053
Glenn,Lieutenant Governor,,DEM,Cruz M. Bustamante,2211
Glenn,Lieutenant Governor,,REP,Bruce Mc Pherson,3862
Glenn,Lieutenant Governor,,AI,Jim King,101
Glenn,Lieutenant Governor,,GRN,Donna J. Warren,120
Glenn,Lieutenant Governor,,LIB,Pat Wright,85
Glenn,Lieutenant Governor,,NL,Kalee Przybylak,49
Glenn,Lieutenant Governor,,REF,Paul Jerry Hannosh,78
Humboldt,Lieutenant Governor,,DEM,Cruz M. Bustamante,20934
Humboldt,Lieutenant Governor,,REP,Bruce Mc Pherson,14036
Humboldt,Lieutenant Governor,,AI,Jim King,387
Humboldt,Lieutenant Governor,,GRN,Donna J. Warren,5024
Humboldt,Lieutenant Governor,,LIB,Pat Wright,888
Humboldt,Lieutenant Governor,,NL,Kalee Przybylak,546
Humboldt,Lieutenant Governor,,REF,Paul Jerry Hannosh,658
Imperial,Lieutenant Governor,,DEM,Cruz M. Bustamante,12501
Imperial,Lieutenant Governor,,REP,Bruce Mc Pherson,7813
Imperial,Lieutenant Governor,,AI,Jim King,264
Imperial,Lieutenant Governor,,GRN,Donna J. Warren,408
Imperial,Lieutenant Governor,,LIB,Pat Wright,207
Imperial,Lieutenant Governor,,NL,Kalee Przybylak,286
Imperial,Lieutenant Governor,,REF,Paul Jerry Hannosh,231
Inyo,Lieutenant Governor,,DEM,Cruz M. Bustamante,2172
Inyo,Lieutenant Governor,,REP,Bruce Mc Pherson,3489
Inyo,Lieutenant Governor,,AI,Jim King,100
Inyo,Lieutenant Governor,,GRN,Donna J. Warren,238
Inyo,Lieutenant Governor,,LIB,Pat Wright,132
Inyo,Lieutenant Governor,,NL,Kalee Przybylak,82
Inyo,Lieutenant Governor,,REF,Paul Jerry Hannosh,54
Kern,Lieutenant Governor,,DEM,Cruz M. Bustamante,54427
Kern,Lieutenant Governor,,REP,Bruce Mc Pherson,74328
Kern,Lieutenant Governor,,AI,Jim King,2091
Kern,Lieutenant Governor,,GRN,Donna J. Warren,2312
Kern,Lieutenant Governor,,LIB,Pat Wright,1762
Kern,Lieutenant Governor,,NL,Kalee Przybylak,929
Kern,Lieutenant Governor,,REF,Paul Jerry Hannosh,1258
Kings,Lieutenant Governor,,DEM,Cruz M. Bustamante,9330
Kings,Lieutenant Governor,,REP,Bruce Mc Pherson,10979
Kings,Lieutenant Governor,,AI,Jim King,274
Kings,Lieutenant Governor,,GRN,Donna J. Warren,282
Kings,Lieutenant Governor,,LIB,Pat Wright,165
Kings,Lieutenant Governor,,NL,Kalee Przybylak,118
Kings,Lieutenant Governor,,REF,Paul Jerry Hannosh,161
Lake,Lieutenant Governor,,DEM,Cruz M. Bustamante,7974
Lake,Lieutenant Governor,,REP,Bruce Mc Pherson,6346
Lake,Lieutenant Governor,,AI,Jim King,256
Lake,Lieutenant Governor,,GRN,Donna J. Warren,767
Lake,Lieutenant Governor,,LIB,Pat Wright,241
Lake,Lieutenant Governor,,NL,Kalee Przybylak,188
Lake,Lieutenant Governor,,REF,Paul Jerry Hannosh,191
Lassen,Lieutenant Governor,,DEM,Cruz M. Bustamante,2760
Lassen,Lieutenant Governor,,REP,Bruce Mc Pherson,4106
