county,office,district,party,candidate,votes
Alameda,Insurance Commissioner,,DEM,John Garamendi,214588
Alameda,Insurance Commissioner,,REP,Gary Mendoza,72635
Alameda,Insurance Commissioner,,AI,Steve Klein,4169
Alameda,Insurance Commissioner,,GRN,David I. Sheidlower,24111
Alameda,Insurance Commissioner,,LIB,Dale F. Ogden,9109
Alameda,Insurance Commissioner,,NL,"Raul Calderon, Jr.",6606
Alpine,Insurance Commissioner,,DEM,John Garamendi,255
Alpine,Insurance Commissioner,,REP,Gary Mendoza,202
Alpine,Insurance Commissioner,,AI,Steve Klein,13
Alpine,Insurance Commissioner,,GRN,David I. Sheidlower,29
Alpine,Insurance Commissioner,,LIB,Dale F. Ogden,20
Alpine,Insurance Commissioner,,NL,"Raul Calderon, Jr.",21
Amador,Insurance Commissioner,,DEM,John Garamendi,5054
Amador,Insurance Commissioner,,REP,Gary Mendoza,6603
Amador,Insurance Commissioner,,AI,Steve Klein,302
Amador,Insurance Commissioner,,GRN,David I. Sheidlower,371
Amador,Insurance Commissioner,,LIB,Dale F. Ogden,350
Amador,Insurance Commissioner,,NL,"Raul Calderon, Jr.",237
Butte,Insurance Commissioner,,DEM,John Garamendi,21119
Butte,Insurance Commissioner,,REP,Gary Mendoza,30445
Butte,Insurance Commissioner,,AI,Steve Klein,1492
Butte,Insurance Commissioner,,GRN,David I. Sheidlower,4113
Butte,Insurance Commissioner,,LIB,Dale F. Ogden,1685
Butte,Insurance Commissioner,,NL,"Raul Calderon, Jr.",1089
Calaveras,Insurance Commissioner,,DEM,John Garamendi,6059
Calaveras,Insurance Commissioner,,REP,Gary Mendoza,7519
Calaveras,Insurance Commissioner,,AI,Steve Klein,300
Calaveras,Insurance Commissioner,,GRN,David I. Sheidlower,560
Calaveras,Insurance Commissioner,,LIB,Dale F. Ogden,463
Calaveras,Insurance Commissioner,,NL,"Raul Calderon, Jr.",226
Colusa,Insurance Commissioner,,DEM,John Garamendi,1538
Colusa,Insurance Commissioner,,REP,Gary Mendoza,2582
Colusa,Insurance Commissioner,,AI,Steve Klein,88
Colusa,Insurance Commissioner,,GRN,David I. Sheidlower,85
Colusa,Insurance Commissioner,,LIB,Dale F. Ogden,90
Colusa,Insurance Commissioner,,NL,"Raul Calderon, Jr.",114
Contra Costa,Insurance Commissioner,,DEM,John Garamendi,141101
Contra Costa,Insurance Commissioner,,REP,Gary Mendoza,88318
Contra Costa,Insurance Commissioner,,AI,Steve Klein,4689
Contra Costa,Insurance Commissioner,,GRN,David I. Sheidlower,9318
Contra Costa,Insurance Commissioner,,LIB,Dale F. Ogden,7771
Contra Costa,Insurance Commissioner,,NL,"Raul Calderon, Jr.",5133
Del Norte,Insurance Commissioner,,DEM,John Garamendi,2787
Del Norte,Insurance Commissioner,,REP,Gary Mendoza,3012
Del Norte,Insurance Commissioner,,AI,Steve Klein,173
Del Norte,Insurance Commissioner,,GRN,David I. Sheidlower,256
Del Norte,Insurance Commissioner,,LIB,Dale F. Ogden,256
Del Norte,Insurance Commissioner,,NL,"Raul Calderon, Jr.",136
El Dorado,Insurance Commissioner,,DEM,John Garamendi,17674
El Dorado,Insurance Commissioner,,REP,Gary Mendoza,31327
El Dorado,Insurance Commissioner,,AI,Steve Klein,1118
El Dorado,Insurance Commissioner,,GRN,David I. Sheidlower,2213
El Dorado,Insurance Commissioner,,LIB,Dale F. Ogden,1549
El Dorado,Insurance Commissioner,,NL,"Raul Calderon, Jr.",958
Fresno,Insurance Commissioner,,DEM,John Garamendi,52946
Fresno,Insurance Commissioner,,REP,Gary Mendoza,83308
Fresno,Insurance Commissioner,,AI,Steve Klein,3099
Fresno,Insurance Commissioner,,GRN,David I. Sheidlower,3263
Fresno,Insurance Commissioner,,LIB,Dale F. Ogden,4896
Fresno,Insurance Commissioner,,NL,"Raul Calderon, Jr.",3874
Glenn,Insurance Commissioner,,DEM,John Garamendi,2068
Glenn,Insurance Commissioner,,REP,Gary Mendoza,3690
Glenn,Insurance Commissioner,,AI,Steve Klein,213
Glenn,Insurance Commissioner,,GRN,David I. Sheidlower,117
Glenn,Insurance Commissioner,,LIB,Dale F. Ogden,182
Glenn,Insurance Commissioner,,NL,"Raul Calderon, Jr.",119
Humboldt,Insurance Commissioner,,DEM,John Garamendi,18484
Humboldt,Insurance Commissioner,,REP,Gary Mendoza,14479
Humboldt,Insurance Commissioner,,AI,Steve Klein,364
Humboldt,Insurance Commissioner,,GRN,David I. Sheidlower,5432
Humboldt,Insurance Commissioner,,LIB,Dale F. Ogden,1666
Humboldt,Insurance Commissioner,,NL,"Raul Calderon, Jr.",783
Imperial,Insurance Commissioner,,DEM,John Garamendi,10085
