county,precinct,office,district,candidate,party,votes,election_day,mail
Santa Clara,5922,president,,DONALD J. TRUMP,REP,226,38,188
Santa Clara,5925,president,,DONALD J. TRUMP,REP,44,2,42
Santa Clara,5927,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,5929,president,,DONALD J. TRUMP,REP,66,7,59
Santa Clara,5931,president,,DONALD J. TRUMP,REP,53,2,51
Santa Clara,5936,president,,DONALD J. TRUMP,REP,141,16,125
Santa Clara,5940,president,,DONALD J. TRUMP,REP,21,5,16
Santa Clara,5947,president,,DONALD J. TRUMP,REP,249,18,231
Santa Clara,5949,president,,DONALD J. TRUMP,REP,192,28,164
Santa Clara,5950,president,,DONALD J. TRUMP,REP,51,8,43
Santa Clara,5951,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,5955,president,,DONALD J. TRUMP,REP,514,76,438
Santa Clara,5956,president,,DONALD J. TRUMP,REP,437,40,397
Santa Clara,5957,president,,DONALD J. TRUMP,REP,63,6,57
Santa Clara,5958,president,,DONALD J. TRUMP,REP,323,49,274
Santa Clara,5959,president,,DONALD J. TRUMP,REP,54,3,51
Santa Clara,5965,president,,DONALD J. TRUMP,REP,419,60,359
Santa Clara,5966,president,,DONALD J. TRUMP,REP,71,10,61
Santa Clara,5975,president,,DONALD J. TRUMP,REP,8,5,3
Santa Clara,5988,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6023,president,,DONALD J. TRUMP,REP,3,0,3
Santa Clara,6028,president,,DONALD J. TRUMP,REP,41,1,40
Santa Clara,6031,president,,DONALD J. TRUMP,REP,11,1,10
Santa Clara,6035,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6036,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6048,president,,DONALD J. TRUMP,REP,5,0,5
Santa Clara,6401,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6402,president,,DONALD J. TRUMP,REP,43,1,42
Santa Clara,6404,president,,DONALD J. TRUMP,REP,715,77,638
Santa Clara,6405,president,,DONALD J. TRUMP,REP,6,0,6
Santa Clara,6410,president,,DONALD J. TRUMP,REP,30,3,27
Santa Clara,6413,president,,DONALD J. TRUMP,REP,2,0,2
Santa Clara,6418,president,,DONALD J. TRUMP,REP,238,32,206
Santa Clara,6419,president,,DONALD J. TRUMP,REP,36,5,31
Santa Clara,6423,president,,DONALD J. TRUMP,REP,27,3,24
Santa Clara,6452,president,,DONALD J. TRUMP,REP,205,41,164
Santa Clara,6454,president,,DONALD J. TRUMP,REP,75,12,63
Santa Clara,6455,president,,DONALD J. TRUMP,REP,633,95,538
Santa Clara,6491,president,,DONALD J. TRUMP,REP,4,0,4
Santa Clara,6502,president,,DONALD J. TRUMP,REP,68,10,58
Santa Clara,6509,president,,DONALD J. TRUMP,REP,9,1,8
Santa Clara,6510,president,,DONALD J. TRUMP,REP,6,1,5
Santa Clara,6511,president,,DONALD J. TRUMP,REP,48,3,45
Santa Clara,6515,president,,DONALD J. TRUMP,REP,41,7,34
Santa Clara,6624,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6625,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,6669,president,,DONALD J. TRUMP,REP,22,1,21
Santa Clara,6678,president,,DONALD J. TRUMP,REP,12,1,11
Santa Clara,7001,president,,DONALD J. TRUMP,REP,427,67,360
Santa Clara,7005,president,,DONALD J. TRUMP,REP,501,70,431
Santa Clara,7011,president,,DONALD J. TRUMP,REP,35,8,27
Santa Clara,7012,president,,DONALD J. TRUMP,REP,462,54,408
Santa Clara,7014,president,,DONALD J. TRUMP,REP,509,52,457
Santa Clara,7019,president,,DONALD J. TRUMP,REP,771,106,665
Santa Clara,7025,president,,DONALD J. TRUMP,REP,591,88,503
Santa Clara,7028,president,,DONALD J. TRUMP,REP,729,88,641
Santa Clara,7032,president,,DONALD J. TRUMP,REP,983,106,877
Santa Clara,7036,president,,DONALD J. TRUMP,REP,846,70,776
Santa Clara,7038,president,,DONALD J. TRUMP,REP,69,10,59
Santa Clara,7041,president,,DONALD J. TRUMP,REP,706,115,591
Santa Clara,7044,president,,DONALD J. TRUMP,REP,469,59,410
Santa Clara,7046,president,,DONALD J. TRUMP,REP,636,77,559
Santa Clara,7051,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,7059,president,,DONALD J. TRUMP,REP,117,24,93
Santa Clara,7061,president,,DONALD J. TRUMP,REP,426,38,388
Santa Clara,7062,president,,DONALD J. TRUMP,REP,602,80,522
Santa Clara,7079,president,,DONALD J. TRUMP,REP,480,71,409
Santa Clara,7081,president,,DONALD J. TRUMP,REP,432,49,383
Santa Clara,7089,president,,DONALD J. TRUMP,REP,338,35,303
Santa Clara,7201,president,,DONALD J. TRUMP,REP,149,4,145
Santa Clara,7202,president,,DONALD J. TRUMP,REP,325,44,281
Santa Clara,7203,president,,DONALD J. TRUMP,REP,183,25,158
Santa Clara,7205,president,,DONALD J. TRUMP,REP,702,107,595
Santa Clara,7214,president,,DONALD J. TRUMP,REP,601,93,508
Santa Clara,7217,president,,DONALD J. TRUMP,REP,791,119,672
Santa Clara,7219,president,,DONALD J. TRUMP,REP,273,29,244
Santa Clara,7221,president,,DONALD J. TRUMP,REP,408,42,366
Santa Clara,7224,president,,DONALD J. TRUMP,REP,287,48,239
Santa Clara,7231,president,,DONALD J. TRUMP,REP,217,33,184
Santa Clara,7235,president,,DONALD J. TRUMP,REP,455,82,373
Santa Clara,7237,president,,DONALD J. TRUMP,REP,680,102,578
Santa Clara,7245,president,,DONALD J. TRUMP,REP,95,12,83
Santa Clara,7246,president,,DONALD J. TRUMP,REP,364,49,315
Santa Clara,7248,president,,DONALD J. TRUMP,REP,567,98,469
Santa Clara,7252,president,,DONALD J. TRUMP,REP,679,90,589
Santa Clara,7255,president,,DONALD J. TRUMP,REP,932,116,816
Santa Clara,7257,president,,DONALD J. TRUMP,REP,393,46,347
Santa Clara,7261,president,,DONALD J. TRUMP,REP,571,99,472
Santa Clara,7264,president,,DONALD J. TRUMP,REP,613,104,509
Santa Clara,7271,president,,DONALD J. TRUMP,REP,728,81,647
Santa Clara,7273,president,,DONALD J. TRUMP,REP,855,98,757
Santa Clara,7282,president,,DONALD J. TRUMP,REP,499,58,441
Santa Clara,7294,president,,DONALD J. TRUMP,REP,190,30,160
Santa Clara,7295,president,,DONALD J. TRUMP,REP,457,58,399
Santa Clara,7298,president,,DONALD J. TRUMP,REP,359,64,295
Santa Clara,7299,president,,DONALD J. TRUMP,REP,288,39,249
Santa Clara,7306,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,7401,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,7402,president,,DONALD J. TRUMP,REP,72,12,60
Santa Clara,7403,president,,DONALD J. TRUMP,REP,564,64,500
Santa Clara,7408,president,,DONALD J. TRUMP,REP,129,11,118
Santa Clara,7409,president,,DONALD J. TRUMP,REP,114,14,100
Santa Clara,7410,president,,DONALD J. TRUMP,REP,1,0,1
Santa Clara,7411,president,,DONALD J. TRUMP,REP,5,3,2
Santa Clara,7414,president,,DONALD J. TRUMP,REP,60,7,53
Santa Clara,7415,president,,DONALD J. TRUMP,REP,7,1,6
Santa Clara,7416,president,,DONALD J. TRUMP,REP,22,4,18
Santa Clara,7417,president,,DONALD J. TRUMP,REP,400,65,335
Santa Clara,7418,president,,DONALD J. TRUMP,REP,326,40,286
Santa Clara,7419,president,,DONALD J. TRUMP,REP,161,21,140
Santa Clara,7430,president,,DONALD J. TRUMP,REP,402,62,340
Santa Clara,7435,president,,DONALD J. TRUMP,REP,366,70,296
Santa Clara,7436,president,,DONALD J. TRUMP,REP,740,104,636
Santa Clara,7438,president,,DONALD J. TRUMP,REP,90,23,67
Santa Clara,7440,president,,DONALD J. TRUMP,REP,25,3,22
Santa Clara,7441,president,,DONALD J. TRUMP,REP,795,63,732
Santa Clara,7442,president,,DONALD J. TRUMP,REP,58,15,43
Santa Clara,7447,president,,DONALD J. TRUMP,REP,352,70,282
Santa Clara,7458,president,,DONALD J. TRUMP,REP,326,74,252
Santa Clara,7459,president,,DONALD J. TRUMP,REP,389,92,297
Santa Clara,7470,president,,DONALD J. TRUMP,REP,315,56,259
Santa Clara,7471,president,,DONALD J. TRUMP,REP,555,100,455
Santa Clara,7479,president,,DONALD J. TRUMP,REP,347,61,286
Santa Clara,7483,president,,DONALD J. TRUMP,REP,330,72,258
Santa Clara,7601,president,,DONALD J. TRUMP,REP,609,104,505
Santa Clara,7606,president,,DONALD J. TRUMP,REP,758,114,644
Santa Clara,7609,president,,DONALD J. TRUMP,REP,144,32,112
Santa Clara,7615,president,,DONALD J. TRUMP,REP,326,49,277
Santa Clara,7619,president,,DONALD J. TRUMP,REP,477,87,390
Santa Clara,7620,president,,DONALD J. TRUMP,REP,955,82,873
Santa Clara,7621,president,,DONALD J. TRUMP,REP,1280,158,1122
Santa Clara,7624,president,,DONALD J. TRUMP,REP,892,103,789
Santa Clara,7632,president,,DONALD J. TRUMP,REP,1070,145,925
Santa Clara,7634,president,,DONALD J. TRUMP,REP,559,77,482
Santa Clara,7648,president,,DONALD J. TRUMP,REP,762,95,667
Santa Clara,7654,president,,DONALD J. TRUMP,REP,1316,143,1173
Santa Clara,7660,president,,DONALD J. TRUMP,REP,1036,126,910
Santa Clara,7666,president,,DONALD J. TRUMP,REP,1039,126,913
Santa Clara,7670,president,,DONALD J. TRUMP,REP,33,2,31
Santa Clara,7673,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,7674,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,7677,president,,DONALD J. TRUMP,REP,1040,112,928
Santa Clara,7680,president,,DONALD J. TRUMP,REP,615,92,523
Santa Clara,7689,president,,DONALD J. TRUMP,REP,3,0,3
Santa Clara,7690,president,,DONALD J. TRUMP,REP,297,27,270
Santa Clara,7801,president,,DONALD J. TRUMP,REP,226,27,199
Santa Clara,7802,president,,DONALD J. TRUMP,REP,97,14,83
Santa Clara,7803,president,,DONALD J. TRUMP,REP,283,41,242
Santa Clara,7805,president,,DONALD J. TRUMP,REP,680,78,602
Santa Clara,7810,president,,DONALD J. TRUMP,REP,80,12,68
Santa Clara,7811,president,,DONALD J. TRUMP,REP,47,6,41
Santa Clara,7812,president,,DONALD J. TRUMP,REP,429,48,381
Santa Clara,7816,president,,DONALD J. TRUMP,REP,45,6,39
Santa Clara,7817,president,,DONALD J. TRUMP,REP,2,0,2
Santa Clara,7818,president,,DONALD J. TRUMP,REP,65,3,62
Santa Clara,7821,president,,DONALD J. TRUMP,REP,1109,127,982
Santa Clara,7826,president,,DONALD J. TRUMP,REP,784,115,669
Santa Clara,7827,president,,DONALD J. TRUMP,REP,206,39,167
Santa Clara,7832,president,,DONALD J. TRUMP,REP,611,112,499
Santa Clara,7833,president,,DONALD J. TRUMP,REP,659,114,545
Santa Clara,7843,president,,DONALD J. TRUMP,REP,779,113,666
Santa Clara,7849,president,,DONALD J. TRUMP,REP,510,93,417
Santa Clara,7850,president,,DONALD J. TRUMP,REP,422,75,347
Santa Clara,7851,president,,DONALD J. TRUMP,REP,377,37,340
Santa Clara,7861,president,,DONALD J. TRUMP,REP,333,55,278
Santa Clara,7867,president,,DONALD J. TRUMP,REP,707,86,621
Santa Clara,7874,president,,DONALD J. TRUMP,REP,82,7,75
Santa Clara,7880,president,,DONALD J. TRUMP,REP,4,2,2
Santa Clara,8001,president,,DONALD J. TRUMP,REP,41,2,39
Santa Clara,8002,president,,DONALD J. TRUMP,REP,63,9,54
Santa Clara,8003,president,,DONALD J. TRUMP,REP,550,85,465
Santa Clara,8005,president,,DONALD J. TRUMP,REP,663,82,581
Santa Clara,8007,president,,DONALD J. TRUMP,REP,97,17,80
Santa Clara,8011,president,,DONALD J. TRUMP,REP,115,14,101
Santa Clara,8012,president,,DONALD J. TRUMP,REP,6,1,5
Santa Clara,8013,president,,DONALD J. TRUMP,REP,16,2,14
Santa Clara,8016,president,,DONALD J. TRUMP,REP,589,92,497
Santa Clara,8017,president,,DONALD J. TRUMP,REP,262,42,220
Santa Clara,8022,president,,DONALD J. TRUMP,REP,58,6,52
Santa Clara,8023,president,,DONALD J. TRUMP,REP,165,33,132
Santa Clara,8026,president,,DONALD J. TRUMP,REP,187,39,148
Santa Clara,8028,president,,DONALD J. TRUMP,REP,42,8,34
Santa Clara,8029,president,,DONALD J. TRUMP,REP,32,5,27
Santa Clara,8030,president,,DONALD J. TRUMP,REP,249,42,207
Santa Clara,8033,president,,DONALD J. TRUMP,REP,66,8,58
Santa Clara,8034,president,,DONALD J. TRUMP,REP,24,5,19
Santa Clara,8038,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,8040,president,,DONALD J. TRUMP,REP,76,17,59
Santa Clara,8047,president,,DONALD J. TRUMP,REP,450,74,376
Santa Clara,8049,president,,DONALD J. TRUMP,REP,8,1,7
Santa Clara,8050,president,,DONALD J. TRUMP,REP,295,43,252
Santa Clara,8053,president,,DONALD J. TRUMP,REP,567,74,493
Santa Clara,8054,president,,DONALD J. TRUMP,REP,468,57,411
Santa Clara,8055,president,,DONALD J. TRUMP,REP,46,4,42
Santa Clara,8062,president,,DONALD J. TRUMP,REP,519,72,447
Santa Clara,8066,president,,DONALD J. TRUMP,REP,184,30,154
Santa Clara,8067,president,,DONALD J. TRUMP,REP,486,79,407
Santa Clara,8068,president,,DONALD J. TRUMP,REP,10,3,7
Santa Clara,8072,president,,DONALD J. TRUMP,REP,84,9,75
Santa Clara,8073,president,,DONALD J. TRUMP,REP,81,11,70
Santa Clara,8079,president,,DONALD J. TRUMP,REP,500,71,429
Santa Clara,8082,president,,DONALD J. TRUMP,REP,362,32,330
Santa Clara,8085,president,,DONALD J. TRUMP,REP,332,37,295
Santa Clara,8089,president,,DONALD J. TRUMP,REP,550,68,482
Santa Clara,8092,president,,DONALD J. TRUMP,REP,23,3,20
Santa Clara,8093,president,,DONALD J. TRUMP,REP,21,1,20
Santa Clara,8096,president,,DONALD J. TRUMP,REP,646,77,569
Santa Clara,8101,president,,DONALD J. TRUMP,REP,295,37,258
Santa Clara,8104,president,,DONALD J. TRUMP,REP,29,1,28
Santa Clara,8105,president,,DONALD J. TRUMP,REP,105,4,101
Santa Clara,8117,president,,DONALD J. TRUMP,REP,395,62,333
Santa Clara,8122,president,,DONALD J. TRUMP,REP,556,69,487
Santa Clara,8128,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,8133,president,,DONALD J. TRUMP,REP,6,0,6
Santa Clara,8201,president,,DONALD J. TRUMP,REP,1042,170,872
Santa Clara,8203,president,,DONALD J. TRUMP,REP,660,110,550
Santa Clara,8205,president,,DONALD J. TRUMP,REP,1016,188,828
Santa Clara,8208,president,,DONALD J. TRUMP,REP,446,54,392
Santa Clara,8212,president,,DONALD J. TRUMP,REP,208,56,152
Santa Clara,8214,president,,DONALD J. TRUMP,REP,146,22,124
Santa Clara,8227,president,,DONALD J. TRUMP,REP,1064,145,919
Santa Clara,8228,president,,DONALD J. TRUMP,REP,536,58,478
Santa Clara,8230,president,,DONALD J. TRUMP,REP,959,155,804
Santa Clara,8231,president,,DONALD J. TRUMP,REP,806,113,693
Santa Clara,8232,president,,DONALD J. TRUMP,REP,1516,254,1262
Santa Clara,8236,president,,DONALD J. TRUMP,REP,1474,209,1265
Santa Clara,8246,president,,DONALD J. TRUMP,REP,649,100,549
Santa Clara,8254,president,,DONALD J. TRUMP,REP,578,87,491
Santa Clara,8262,president,,DONALD J. TRUMP,REP,742,94,648
Santa Clara,8264,president,,DONALD J. TRUMP,REP,613,92,521
Santa Clara,8401,president,,DONALD J. TRUMP,REP,528,67,461
Santa Clara,8404,president,,DONALD J. TRUMP,REP,1396,181,1215
Santa Clara,8408,president,,DONALD J. TRUMP,REP,415,64,351
Santa Clara,8409,president,,DONALD J. TRUMP,REP,364,51,313
Santa Clara,8414,president,,DONALD J. TRUMP,REP,113,16,97
Santa Clara,8418,president,,DONALD J. TRUMP,REP,142,13,129
Santa Clara,8421,president,,DONALD J. TRUMP,REP,15,1,14
Santa Clara,8423,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,8430,president,,DONALD J. TRUMP,REP,1072,164,908
Santa Clara,8435,president,,DONALD J. TRUMP,REP,1037,121,916
Santa Clara,8438,president,,DONALD J. TRUMP,REP,1327,200,1127
Santa Clara,8439,president,,DONALD J. TRUMP,REP,958,138,820
Santa Clara,8445,president,,DONALD J. TRUMP,REP,596,61,535
Santa Clara,8447,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,8456,president,,DONALD J. TRUMP,REP,1036,118,918
Santa Clara,8457,president,,DONALD J. TRUMP,REP,1190,167,1023
Santa Clara,8464,president,,DONALD J. TRUMP,REP,976,161,815
Santa Clara,8470,president,,DONALD J. TRUMP,REP,836,105,731
Santa Clara,8472,president,,DONALD J. TRUMP,REP,920,123,797
Santa Clara,8486,president,,DONALD J. TRUMP,REP,1107,122,985
Santa Clara,8492,president,,DONALD J. TRUMP,REP,1104,85,1019
Santa Clara,8502,president,,DONALD J. TRUMP,REP,51,4,47
Santa Clara,8601,president,,DONALD J. TRUMP,REP,131,23,108
Santa Clara,8603,president,,DONALD J. TRUMP,REP,576,69,507
Santa Clara,8605,president,,DONALD J. TRUMP,REP,797,121,676
Santa Clara,8609,president,,DONALD J. TRUMP,REP,2,2,0
Santa Clara,8610,president,,DONALD J. TRUMP,REP,333,56,277
Santa Clara,8612,president,,DONALD J. TRUMP,REP,522,67,455
Santa Clara,8615,president,,DONALD J. TRUMP,REP,554,52,502
Santa Clara,8619,president,,DONALD J. TRUMP,REP,142,13,129
Santa Clara,8625,president,,DONALD J. TRUMP,REP,14,3,11
Santa Clara,8627,president,,DONALD J. TRUMP,REP,262,42,220
Santa Clara,8629,president,,DONALD J. TRUMP,REP,466,57,409
Santa Clara,8630,president,,DONALD J. TRUMP,REP,633,104,529
Santa Clara,8631,president,,DONALD J. TRUMP,REP,355,47,308
Santa Clara,8634,president,,DONALD J. TRUMP,REP,91,19,72
Santa Clara,8636,president,,DONALD J. TRUMP,REP,179,23,156
Santa Clara,8645,president,,DONALD J. TRUMP,REP,908,111,797
Santa Clara,8648,president,,DONALD J. TRUMP,REP,741,75,666
Santa Clara,8650,president,,DONALD J. TRUMP,REP,111,25,86
Santa Clara,8653,president,,DONALD J. TRUMP,REP,67,5,62
Santa Clara,8654,president,,DONALD J. TRUMP,REP,77,10,67
Santa Clara,8655,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,8657,president,,DONALD J. TRUMP,REP,169,33,136
Santa Clara,8658,president,,DONALD J. TRUMP,REP,871,104,767
Santa Clara,8670,president,,DONALD J. TRUMP,REP,567,87,480
Santa Clara,8675,president,,DONALD J. TRUMP,REP,348,51,297
Santa Clara,8676,president,,DONALD J. TRUMP,REP,722,81,641
Santa Clara,8680,president,,DONALD J. TRUMP,REP,460,55,405
Santa Clara,8683,president,,DONALD J. TRUMP,REP,859,103,756
Santa Clara,8687,president,,DONALD J. TRUMP,REP,801,104,697
Santa Clara,8697,president,,DONALD J. TRUMP,REP,768,110,658
Santa Clara,8801,president,,DONALD J. TRUMP,REP,588,92,496
Santa Clara,8805,president,,DONALD J. TRUMP,REP,493,57,436
Santa Clara,8809,president,,DONALD J. TRUMP,REP,672,93,579
Santa Clara,8812,president,,DONALD J. TRUMP,REP,370,67,303
Santa Clara,8817,president,,DONALD J. TRUMP,REP,246,24,222
Santa Clara,8820,president,,DONALD J. TRUMP,REP,597,75,522
Santa Clara,8822,president,,DONALD J. TRUMP,REP,551,83,468
Santa Clara,8828,president,,DONALD J. TRUMP,REP,191,25,166
Santa Clara,8829,president,,DONALD J. TRUMP,REP,158,18,140
Santa Clara,8832,president,,DONALD J. TRUMP,REP,541,68,473
Santa Clara,8834,president,,DONALD J. TRUMP,REP,264,43,221
Santa Clara,8838,president,,DONALD J. TRUMP,REP,63,11,52
Santa Clara,8839,president,,DONALD J. TRUMP,REP,681,95,586
Santa Clara,8844,president,,DONALD J. TRUMP,REP,871,119,752
Santa Clara,8848,president,,DONALD J. TRUMP,REP,421,65,356
Santa Clara,8853,president,,DONALD J. TRUMP,REP,594,69,525
Santa Clara,8857,president,,DONALD J. TRUMP,REP,439,42,397
Santa Clara,8858,president,,DONALD J. TRUMP,REP,613,66,547
Santa Clara,8862,president,,DONALD J. TRUMP,REP,687,98,589
Santa Clara,8868,president,,DONALD J. TRUMP,REP,37,3,34
Santa Clara,8873,president,,DONALD J. TRUMP,REP,265,33,232
Santa Clara,8874,president,,DONALD J. TRUMP,REP,4,0,4
Santa Clara,8879,president,,DONALD J. TRUMP,REP,810,105,705
Santa Clara,8883,president,,DONALD J. TRUMP,REP,946,132,814
Santa Clara,8885,president,,DONALD J. TRUMP,REP,743,86,657
Santa Clara,8886,president,,DONALD J. TRUMP,REP,91,2,89
Santa Clara,8889,president,,DONALD J. TRUMP,REP,804,85,719
Santa Clara,8898,president,,DONALD J. TRUMP,REP,658,46,612
Santa Clara,8903,president,,DONALD J. TRUMP,REP,801,75,726
Santa Clara,8915,president,,DONALD J. TRUMP,REP,6,0,6
Santa Clara,8916,president,,DONALD J. TRUMP,REP,9,0,9
Santa Clara,8920,president,,DONALD J. TRUMP,REP,1,0,1
Santa Clara,8923,president,,DONALD J. TRUMP,REP,3,0,3
Santa Clara,8924,president,,DONALD J. TRUMP,REP,3,0,3
Santa Clara,9001,president,,DONALD J. TRUMP,REP,607,107,500
Santa Clara,9005,president,,DONALD J. TRUMP,REP,852,138,714
Santa Clara,9051,president,,DONALD J. TRUMP,REP,576,102,474
Santa Clara,9055,president,,DONALD J. TRUMP,REP,6,0,6
Santa Clara,9056,president,,DONALD J. TRUMP,REP,619,99,520
Santa Clara,9059,president,,DONALD J. TRUMP,REP,542,96,446
Santa Clara,9061,president,,DONALD J. TRUMP,REP,0,0,0
Santa Clara,9062,president,,DONALD J. TRUMP,REP,504,57,447
Santa Clara,9101,president,,DONALD J. TRUMP,REP,669,82,587
Santa Clara,9103,president,,DONALD J. TRUMP,REP,204,24,180
Santa Clara,9104,president,,DONALD J. TRUMP,REP,591,56,535
Santa Clara,9109,president,,DONALD J. TRUMP,REP,358,54,304
Santa Clara,9151,president,,DONALD J. TRUMP,REP,625,78,547
Santa Clara,9157,president,,DONALD J. TRUMP,REP,692,97,595
Santa Clara,9163,president,,DONALD J. TRUMP,REP,262,24,238
Santa Clara,9166,president,,DONALD J. TRUMP,REP,301,44,257
Santa Clara,9201,president,,DONALD J. TRUMP,REP,215,25,190
Santa Clara,9203,president,,DONALD J. TRUMP,REP,321,39,282
Santa Clara,9208,president,,DONALD J. TRUMP,REP,273,41,232
Santa Clara,9210,president,,DONALD J. TRUMP,REP,444,70,374
Santa Clara,9219,president,,DONALD J. TRUMP,REP,33,1,32
Santa Clara,9220,president,,DONALD J. TRUMP,REP,448,68,380
Santa Clara,9251,president,,DONALD J. TRUMP,REP,295,36,259
Santa Clara,9252,president,,DONALD J. TRUMP,REP,411,56,355
Santa Clara,9258,president,,DONALD J. TRUMP,REP,391,49,342
Santa Clara,9262,president,,DONALD J. TRUMP,REP,61,6,55
Santa Clara,9264,president,,DONALD J. TRUMP,REP,383,38,345
Santa Clara,9268,president,,DONALD J. TRUMP,REP,428,33,395
Santa Clara,9275,president,,DONALD J. TRUMP,REP,345,52,293
Santa Clara,9282,president,,DONALD J. TRUMP,REP,2,0,2
Santa Clara,2001,president,,JO JORGENSEN,LIB,1,1,0
Santa Clara,2002,president,,JO JORGENSEN,LIB,19,3,16
Santa Clara,2005,president,,JO JORGENSEN,LIB,18,1,17
Santa Clara,2006,president,,JO JORGENSEN,LIB,1,0,1
Santa Clara,2009,president,,JO JORGENSEN,LIB,38,5,33
Santa Clara,2013,president,,JO JORGENSEN,LIB,38,1,37
Santa Clara,2014,president,,JO JORGENSEN,LIB,40,1,39
Santa Clara,2018,president,,JO JORGENSEN,LIB,2,1,1
Santa Clara,2025,president,,JO JORGENSEN,LIB,35,4,31
Santa Clara,2043,president,,JO JORGENSEN,LIB,30,1,29
Santa Clara,2046,president,,JO JORGENSEN,LIB,42,3,39
Santa Clara,2057,president,,JO JORGENSEN,LIB,37,4,33
Santa Clara,2068,president,,JO JORGENSEN,LIB,33,1,32
Santa Clara,2098,president,,JO JORGENSEN,LIB,35,2,33
Santa Clara,2108,president,,JO JORGENSEN,LIB,34,3,31
Santa Clara,2125,president,,JO JORGENSEN,LIB,6,0,6
Santa Clara,2274,president,,JO JORGENSEN,LIB,3,0,3
Santa Clara,2275,president,,JO JORGENSEN,LIB,12,0,12
Santa Clara,2278,president,,JO JORGENSEN,LIB,23,1,22
Santa Clara,2281,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2282,president,,JO JORGENSEN,LIB,20,2,18
Santa Clara,2285,president,,JO JORGENSEN,LIB,41,3,38
Santa Clara,2301,president,,JO JORGENSEN,LIB,38,0,38
Santa Clara,2305,president,,JO JORGENSEN,LIB,61,5,56
Santa Clara,2309,president,,JO JORGENSEN,LIB,9,3,6
Santa Clara,2314,president,,JO JORGENSEN,LIB,37,2,35
Santa Clara,2317,president,,JO JORGENSEN,LIB,36,2,34
Santa Clara,2330,president,,JO JORGENSEN,LIB,45,3,42
Santa Clara,2338,president,,JO JORGENSEN,LIB,1,0,1
Santa Clara,2351,president,,JO JORGENSEN,LIB,38,5,33
Santa Clara,2353,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2539,president,,JO JORGENSEN,LIB,2,0,2
Santa Clara,2542,president,,JO JORGENSEN,LIB,23,4,19
Santa Clara,2545,president,,JO JORGENSEN,LIB,23,1,22
Santa Clara,2720,president,,JO JORGENSEN,LIB,19,0,19
Santa Clara,2721,president,,JO JORGENSEN,LIB,12,0,12
Santa Clara,2723,president,,JO JORGENSEN,LIB,41,2,39
Santa Clara,2724,president,,JO JORGENSEN,LIB,40,0,40
Santa Clara,2725,president,,JO JORGENSEN,LIB,32,3,29
Santa Clara,2726,president,,JO JORGENSEN,LIB,24,1,23
Santa Clara,2727,president,,JO JORGENSEN,LIB,27,0,27
Santa Clara,2729,president,,JO JORGENSEN,LIB,16,0,16
Santa Clara,2734,president,,JO JORGENSEN,LIB,41,2,39
Santa Clara,2740,president,,JO JORGENSEN,LIB,32,1,31
Santa Clara,2751,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2761,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2802,president,,JO JORGENSEN,LIB,51,2,49
Santa Clara,2808,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2810,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2811,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2812,president,,JO JORGENSEN,LIB,2,0,2
Santa Clara,2813,president,,JO JORGENSEN,LIB,5,0,5
Santa Clara,2816,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2825,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,2870,president,,JO JORGENSEN,LIB,1,0,1
Santa Clara,2951,president,,JO JORGENSEN,LIB,3,0,3
Santa Clara,3001,president,,JO JORGENSEN,LIB,35,2,33
Santa Clara,3002,president,,JO JORGENSEN,LIB,35,1,34
Santa Clara,3005,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,3008,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,3010,president,,JO JORGENSEN,LIB,22,0,22
Santa Clara,3011,president,,JO JORGENSEN,LIB,31,4,27
Santa Clara,3012,president,,JO JORGENSEN,LIB,0,0,0
Santa Clara,3013,president,,JO JORGENSEN,LIB,31,4,27
Santa Clara,3016,president,,JO JORGENSEN,LIB,12,0,12
Santa Clara,3017,president,,JO JORGENSEN,LIB,5,0,5
