county,office,district,party,candidate,votes
Alameda,Governor,,DEM,Akinyemi Agbede,1537
Alameda,Governor,,DEM,"Edmund G. ""Jerry"" Brown",153638
Alameda,Governor,,REP,Glenn Champ,2040
Alameda,Governor,,REP,Tim Donnelly,14475
Alameda,Governor,,REP,Richard William Aguirre,784
Alameda,Governor,,REP,Andrew Blount,3891
Alameda,Governor,,REP,Neel Kashkari,11881
Alameda,Governor,,REP,Alma Marie Winston,1612
Alameda,Governor,,GRN,Luis J. Rodriguez,5705
Alameda,Governor,,PF,Cindy L. Sheehan,3520
Alameda,Governor,,NPP,Robert Newman,1162
Alameda,Governor,,NPP,Rakesh Kumar Christian,726
Alameda,Governor,,NPP,"""Bo"" Bogdan Ambrozewicz",461
Alameda,Governor,,NPP,Joe Leicht,265
Alameda,Governor,,NPP,Janel Hyeshia Buycks,561
Alameda,Governor,,DEM (W/I),Karen Jill Bernal,2
Alameda,Governor,,NPP (W/I),Jimelle L. Walls,0
Alameda,Governor,,NPP (W/I),Nickolas Wildstar,0
Alpine,Governor,,DEM,Akinyemi Agbede,5
Alpine,Governor,,DEM,"Edmund G. ""Jerry"" Brown",288
Alpine,Governor,,REP,Glenn Champ,16
Alpine,Governor,,REP,Tim Donnelly,85
Alpine,Governor,,REP,Richard William Aguirre,1
Alpine,Governor,,REP,Andrew Blount,18
Alpine,Governor,,REP,Neel Kashkari,39
Alpine,Governor,,REP,Alma Marie Winston,2
Alpine,Governor,,GRN,Luis J. Rodriguez,12
Alpine,Governor,,PF,Cindy L. Sheehan,10
Alpine,Governor,,NPP,Robert Newman,12
Alpine,Governor,,NPP,Rakesh Kumar Christian,1
Alpine,Governor,,NPP,"""Bo"" Bogdan Ambrozewicz",1
Alpine,Governor,,NPP,Joe Leicht,2
Alpine,Governor,,NPP,Janel Hyeshia Buycks,0
Alpine,Governor,,DEM (W/I),Karen Jill Bernal,0
Alpine,Governor,,NPP (W/I),Jimelle L. Walls,0
Alpine,Governor,,NPP (W/I),Nickolas Wildstar,0
Amador,Governor,,DEM,Akinyemi Agbede,33
Amador,Governor,,DEM,"Edmund G. ""Jerry"" Brown",4120
Amador,Governor,,REP,Glenn Champ,187
Amador,Governor,,REP,Tim Donnelly,1963
Amador,Governor,,REP,Richard William Aguirre,48
Amador,Governor,,REP,Andrew Blount,297
Amador,Governor,,REP,Neel Kashkari,2440
Amador,Governor,,REP,Alma Marie Winston,89
Amador,Governor,,GRN,Luis J. Rodriguez,69
Amador,Governor,,PF,Cindy L. Sheehan,135
Amador,Governor,,NPP,Robert Newman,144
Amador,Governor,,NPP,Rakesh Kumar Christian,33
Amador,Governor,,NPP,"""Bo"" Bogdan Ambrozewicz",46
Amador,Governor,,NPP,Joe Leicht,30
Amador,Governor,,NPP,Janel Hyeshia Buycks,16
Amador,Governor,,DEM (W/I),Karen Jill Bernal,0
Amador,Governor,,NPP (W/I),Jimelle L. Walls,0
Amador,Governor,,NPP (W/I),Nickolas Wildstar,0
Butte,Governor,,DEM,Akinyemi Agbede,188
Butte,Governor,,DEM,"Edmund G. ""Jerry"" Brown",17623
Butte,Governor,,REP,Glenn Champ,1041
Butte,Governor,,REP,Tim Donnelly,8879
Butte,Governor,,REP,Richard William Aguirre,144
Butte,Governor,,REP,Andrew Blount,1416
Butte,Governor,,REP,Neel Kashkari,8292
Butte,Governor,,REP,Alma Marie Winston,365
Butte,Governor,,GRN,Luis J. Rodriguez,573
Butte,Governor,,PF,Cindy L. Sheehan,725
Butte,Governor,,NPP,Robert Newman,536
Butte,Governor,,NPP,Rakesh Kumar Christian,90
Butte,Governor,,NPP,"""Bo"" Bogdan Ambrozewicz",195
Butte,Governor,,NPP,Joe Leicht,122
Butte,Governor,,NPP,Janel Hyeshia Buycks,208
Butte,Governor,,DEM (W/I),Karen Jill Bernal,0
Butte,Governor,,NPP (W/I),Jimelle L. Walls,0
