county,office,district,party,candidate,votes
Alameda,Insurance Commissioner,,DEM,Dave Jones,131206
Alameda,Insurance Commissioner,,REP,Ted Gaines,38107
Alameda,Insurance Commissioner,,PF,Nathalie Hrizi,12276
Alpine,Insurance Commissioner,,DEM,Dave Jones,227
Alpine,Insurance Commissioner,,REP,Ted Gaines,202
Alpine,Insurance Commissioner,,PF,Nathalie Hrizi,45
Amador,Insurance Commissioner,,DEM,Dave Jones,3568
Amador,Insurance Commissioner,,REP,Ted Gaines,5079
Amador,Insurance Commissioner,,PF,Nathalie Hrizi,452
Butte,Insurance Commissioner,,DEM,Dave Jones,15523
Butte,Insurance Commissioner,,REP,Ted Gaines,20360
Butte,Insurance Commissioner,,PF,Nathalie Hrizi,2705
Calaveras,Insurance Commissioner,,DEM,Dave Jones,4391
Calaveras,Insurance Commissioner,,REP,Ted Gaines,6580
Calaveras,Insurance Commissioner,,PF,Nathalie Hrizi,657
Colusa,Insurance Commissioner,,DEM,Dave Jones,1058
Colusa,Insurance Commissioner,,REP,Ted Gaines,2068
Colusa,Insurance Commissioner,,PF,Nathalie Hrizi,141
Contra Costa,Insurance Commissioner,,DEM,Dave Jones,84504
Contra Costa,Insurance Commissioner,,REP,Ted Gaines,45049
Contra Costa,Insurance Commissioner,,PF,Nathalie Hrizi,6495
Del Norte,Insurance Commissioner,,DEM,Dave Jones,2209
Del Norte,Insurance Commissioner,,REP,Ted Gaines,2702
Del Norte,Insurance Commissioner,,PF,Nathalie Hrizi,351
El Dorado,Insurance Commissioner,,DEM,Dave Jones,15013
El Dorado,Insurance Commissioner,,REP,Ted Gaines,23191
El Dorado,Insurance Commissioner,,PF,Nathalie Hrizi,1948
Fresno,Insurance Commissioner,,DEM,Dave Jones,45459
Fresno,Insurance Commissioner,,REP,Ted Gaines,50523
Fresno,Insurance Commissioner,,PF,Nathalie Hrizi,4587
Glenn,Insurance Commissioner,,DEM,Dave Jones,1505
Glenn,Insurance Commissioner,,REP,Ted Gaines,3372
Glenn,Insurance Commissioner,,PF,Nathalie Hrizi,206
Humboldt,Insurance Commissioner,,DEM,Dave Jones,14175
Humboldt,Insurance Commissioner,,REP,Ted Gaines,8886
Humboldt,Insurance Commissioner,,PF,Nathalie Hrizi,1929
Imperial,Insurance Commissioner,,DEM,Dave Jones,8896
Imperial,Insurance Commissioner,,REP,Ted Gaines,5604
Imperial,Insurance Commissioner,,PF,Nathalie Hrizi,1098
Inyo,Insurance Commissioner,,DEM,Dave Jones,1440
Inyo,Insurance Commissioner,,REP,Ted Gaines,1946
Inyo,Insurance Commissioner,,PF,Nathalie Hrizi,214
Kern,Insurance Commissioner,,DEM,Dave Jones,23517
Kern,Insurance Commissioner,,REP,Ted Gaines,42321
Kern,Insurance Commissioner,,PF,Nathalie Hrizi,3277
Kings,Insurance Commissioner,,DEM,Dave Jones,5024
Kings,Insurance Commissioner,,REP,Ted Gaines,8821
Kings,Insurance Commissioner,,PF,Nathalie Hrizi,413
Lake,Insurance Commissioner,,DEM,Dave Jones,7316
Lake,Insurance Commissioner,,REP,Ted Gaines,5173
Lake,Insurance Commissioner,,PF,Nathalie Hrizi,1367
Lassen,Insurance Commissioner,,DEM,Dave Jones,1514
Lassen,Insurance Commissioner,,REP,Ted Gaines,3668
Lassen,Insurance Commissioner,,PF,Nathalie Hrizi,246
Los Angeles,Insurance Commissioner,,DEM,Dave Jones,392108
Los Angeles,Insurance Commissioner,,REP,Ted Gaines,211976
Los Angeles,Insurance Commissioner,,PF,Nathalie Hrizi,41196
Madera,Insurance Commissioner,,DEM,Dave Jones,6290
Madera,Insurance Commissioner,,REP,Ted Gaines,10846
Madera,Insurance Commissioner,,PF,Nathalie Hrizi,802
Marin,Insurance Commissioner,,DEM,Dave Jones,38245
Marin,Insurance Commissioner,,REP,Ted Gaines,12283
Marin,Insurance Commissioner,,PF,Nathalie Hrizi,2650
Mariposa,Insurance Commissioner,,DEM,Dave Jones,1728
Mariposa,Insurance Commissioner,,REP,Ted Gaines,2612
Mariposa,Insurance Commissioner,,PF,Nathalie Hrizi,255
Mendocino,Insurance Commissioner,,DEM,Dave Jones,9287
Mendocino,Insurance Commissioner,,REP,Ted Gaines,4130
Mendocino,Insurance Commissioner,,PF,Nathalie Hrizi,1354
Merced,Insurance Commissioner,,DEM,Dave Jones,9560
Merced,Insurance Commissioner,,REP,Ted Gaines,11399
Merced,Insurance Commissioner,,PF,Nathalie Hrizi,1137
Modoc,Insurance Commissioner,,DEM,Dave Jones,710
Modoc,Insurance Commissioner,,REP,Ted Gaines,1763
Modoc,Insurance Commissioner,,PF,Nathalie Hrizi,133
Mono,Insurance Commissioner,,DEM,Dave Jones,1258
Mono,Insurance Commissioner,,REP,Ted Gaines,1327
Mono,Insurance Commissioner,,PF,Nathalie Hrizi,187
Monterey,Insurance Commissioner,,DEM,Dave Jones,28944
Monterey,Insurance Commissioner,,REP,Ted Gaines,16734
Monterey,Insurance Commissioner,,PF,Nathalie Hrizi,2677
Napa,Insurance Commissioner,,DEM,Dave Jones,14694
Napa,Insurance Commissioner,,REP,Ted Gaines,9259
Napa,Insurance Commissioner,,PF,Nathalie Hrizi,1600
Nevada,Insurance Commissioner,,DEM,Dave Jones,11123
Nevada,Insurance Commissioner,,REP,Ted Gaines,12491
Nevada,Insurance Commissioner,,PF,Nathalie Hrizi,1320
Orange,Insurance Commissioner,,DEM,Dave Jones,122050
Orange,Insurance Commissioner,,REP,Ted Gaines,177316
Orange,Insurance Commissioner,,PF,Nathalie Hrizi,13393
Placer,Insurance Commissioner,,DEM,Dave Jones,25946
Placer,Insurance Commissioner,,REP,Ted Gaines,38201
Placer,Insurance Commissioner,,PF,Nathalie Hrizi,2724
Plumas,Insurance Commissioner,,DEM,Dave Jones,1826
Plumas,Insurance Commissioner,,REP,Ted Gaines,2907
Plumas,Insurance Commissioner,,PF,Nathalie Hrizi,234
Riverside,Insurance Commissioner,,DEM,Dave Jones,78792
Riverside,Insurance Commissioner,,REP,Ted Gaines,97540
Riverside,Insurance Commissioner,,PF,Nathalie Hrizi,7972
Sacramento,Insurance Commissioner,,DEM,Dave Jones,106555
Sacramento,Insurance Commissioner,,REP,Ted Gaines,77134
Sacramento,Insurance Commissioner,,PF,Nathalie Hrizi,7412
San Benito,Insurance Commissioner,,DEM,Dave Jones,3554
San Benito,Insurance Commissioner,,REP,Ted Gaines,2967
San Benito,Insurance Commissioner,,PF,Nathalie Hrizi,350
San Bernardino,Insurance Commissioner,,DEM,Dave Jones,62971
San Bernardino,Insurance Commissioner,,REP,Ted Gaines,78167
San Bernardino,Insurance Commissioner,,PF,Nathalie Hrizi,7478
San Diego,Insurance Commissioner,,DEM,Dave Jones,183646
San Diego,Insurance Commissioner,,REP,Ted Gaines,189131
San Diego,Insurance Commissioner,,PF,Nathalie Hrizi,14673
San Francisco,Insurance Commissioner,,DEM,Dave Jones,85726
San Francisco,Insurance Commissioner,,REP,Ted Gaines,16377
San Francisco,Insurance Commissioner,,PF,Nathalie Hrizi,9996
San Joaquin,Insurance Commissioner,,DEM,Dave Jones,36483
San Joaquin,Insurance Commissioner,,REP,Ted Gaines,35081
San Joaquin,Insurance Commissioner,,PF,Nathalie Hrizi,4766
San Luis Obispo,Insurance Commissioner,,DEM,Dave Jones,27079
San Luis Obispo,Insurance Commissioner,,REP,Ted Gaines,27559
San Luis Obispo,Insurance Commissioner,,PF,Nathalie Hrizi,2634
San Mateo,Insurance Commissioner,,DEM,Dave Jones,57256
San Mateo,Insurance Commissioner,,REP,Ted Gaines,23701
San Mateo,Insurance Commissioner,,PF,Nathalie Hrizi,4879
Santa Barbara,Insurance Commissioner,,DEM,Dave Jones,33345
Santa Barbara,Insurance Commissioner,,REP,Ted Gaines,30510
Santa Barbara,Insurance Commissioner,,PF,Nathalie Hrizi,3527
Santa Clara,Insurance Commissioner,,DEM,Dave Jones,149552
Santa Clara,Insurance Commissioner,,REP,Ted Gaines,69137
Santa Clara,Insurance Commissioner,,PF,Nathalie Hrizi,13725
Santa Cruz,Insurance Commissioner,,DEM,Dave Jones,29235
Santa Cruz,Insurance Commissioner,,REP,Ted Gaines,11264
Santa Cruz,Insurance Commissioner,,PF,Nathalie Hrizi,3732
Shasta,Insurance Commissioner,,DEM,Dave Jones,9586
Shasta,Insurance Commissioner,,REP,Ted Gaines,17525
Shasta,Insurance Commissioner,,PF,Nathalie Hrizi,1522
Sierra,Insurance Commissioner,,DEM,Dave Jones,420
Sierra,Insurance Commissioner,,REP,Ted Gaines,732
Sierra,Insurance Commissioner,,PF,Nathalie Hrizi,102
Siskiyou,Insurance Commissioner,,DEM,Dave Jones,4149
Siskiyou,Insurance Commissioner,,REP,Ted Gaines,5823
Siskiyou,Insurance Commissioner,,PF,Nathalie Hrizi,671
Solano,Insurance Commissioner,,DEM,Dave Jones,29922
Solano,Insurance Commissioner,,REP,Ted Gaines,18395
Solano,Insurance Commissioner,,PF,Nathalie Hrizi,2664
Sonoma,Insurance Commissioner,,DEM,Dave Jones,59734
Sonoma,Insurance Commissioner,,REP,Ted Gaines,24142
Sonoma,Insurance Commissioner,,PF,Nathalie Hrizi,5984
Stanislaus,Insurance Commissioner,,DEM,Dave Jones,23563
Stanislaus,Insurance Commissioner,,REP,Ted Gaines,26254
Stanislaus,Insurance Commissioner,,PF,Nathalie Hrizi,2631
Sutter,Insurance Commissioner,,DEM,Dave Jones,4711
Sutter,Insurance Commissioner,,REP,Ted Gaines,8931
Sutter,Insurance Commissioner,,PF,Nathalie Hrizi,649
Tehama,Insurance Commissioner,,DEM,Dave Jones,3820
Tehama,Insurance Commissioner,,REP,Ted Gaines,7539
Tehama,Insurance Commissioner,,PF,Nathalie Hrizi,730
Trinity,Insurance Commissioner,,DEM,Dave Jones,1474
Trinity,Insurance Commissioner,,REP,Ted Gaines,1638
Trinity,Insurance Commissioner,,PF,Nathalie Hrizi,367
Tulare,Insurance Commissioner,,DEM,Dave Jones,14127
Tulare,Insurance Commissioner,,REP,Ted Gaines,25688
Tulare,Insurance Commissioner,,PF,Nathalie Hrizi,1716
Tuolumne,Insurance Commissioner,,DEM,Dave Jones,4525
Tuolumne,Insurance Commissioner,,REP,Ted Gaines,6160
Tuolumne,Insurance Commissioner,,PF,Nathalie Hrizi,639
Ventura,Insurance Commissioner,,DEM,Dave Jones,44487
Ventura,Insurance Commissioner,,REP,Ted Gaines,48368
Ventura,Insurance Commissioner,,PF,Nathalie Hrizi,3964
Yolo,Insurance Commissioner,,DEM,Dave Jones,18826
Yolo,Insurance Commissioner,,REP,Ted Gaines,9588
Yolo,Insurance Commissioner,,PF,Nathalie Hrizi,1698
Yuba,Insurance Commissioner,,DEM,Dave Jones,2819
Yuba,Insurance Commissioner,,REP,Ted Gaines,4995
Yuba,Insurance Commissioner,,PF,Nathalie Hrizi,441
